1,8,s2,6,site experience,3
2,13,s2,5,site experience,1
3,14,s2,10,site experience,0
4,18,s2,10,site experience,1
5,28,s2,7,site experience,2
6,49,s2,10,site experience,1
7,49,s2,10,site experience,3
8,57,s2,9,site experience,0
9,60,s2,9,site experience,1
10,60,s2,3,site experience,3
11,64,s2,9,site experience,2
12,69,s2,7,site experience,1
13,70,s2,7,site experience,2
14,71,s2,6,site experience,2
15,82,s2,4,site experience,3
16,88,s2,5,site experience,1
17,101,s2,10,site experience,2
18,108,s2,6,site experience,3
19,108,s2,10,site experience,2
20,122,s2,10,site experience,2
21,124,s2,7,site experience,3
22,124,s2,6,site experience,0
23,137,s2,8,site experience,2
24,145,s2,8,site experience,1
25,146,s2,7,site experience,0
26,146,s2,6,site experience,2
27,148,s2,5,site experience,2
28,151,s2,6,site experience,2
29,161,s2,7,site experience,3
30,176,s2,8,site experience,3
31,183,s2,5,site experience,2
32,189,s2,4,site experience,1
33,194,s2,8,site experience,0
34,194,s2,5,site experience,1
35,228,s2,10,site experience,1
36,235,s2,10,site experience,2
37,250,s2,10,site experience,0
38,263,s2,5,site experience,2
39,265,s2,6,site experience,2
40,283,s2,9,site experience,0
41,292,s2,3,site experience,3
42,297,s2,7,site experience,3
43,297,s2,8,site experience,3
44,299,s2,9,site experience,2
45,308,s2,8,site experience,0
46,320,s2,6,site experience,3
47,326,s2,3,site experience,3
48,367,s2,10,site experience,2
49,375,s2,4,site experience,2
50,378,s2,10,site experience,3
51,379,s2,9,site experience,2
52,394,s2,10,site experience,2
53,397,s2,10,site experience,0
54,415,s2,10,site experience,1
55,416,s2,9,site experience,0
56,439,s2,10,site experience,2
57,440,s2,3,site experience,1
58,441,s2,10,site experience,0
59,442,s2,7,site experience,3
60,448,s2,9,site experience,1
61,448,s2,8,site experience,3
62,452,s2,6,site experience,2
63,457,s2,3,site experience,2
64,460,s2,2,site experience,3
65,466,s2,8,site experience,3
66,468,s2,7,site experience,0
67,469,s2,10,site experience,0
68,470,s2,5,site experience,0
69,487,s2,5,site experience,2
70,491,s2,2,site experience,3
71,550,s2,10,site experience,3
72,558,s2,6,site experience,1
73,560,s2,2,site experience,3
74,573,s2,5,site experience,1
75,582,s2,3,site experience,0
76,585,s2,4,site experience,3
77,585,s2,8,site experience,1
78,588,s2,6,site experience,1
79,588,s2,9,site experience,2
80,594,s2,4,site experience,1
81,596,s2,4,site experience,2
82,637,s2,6,site experience,3
83,647,s2,4,site experience,3
84,655,s2,5,site experience,2
85,662,s2,7,site experience,0
86,682,s2,8,site experience,1
87,702,s2,4,site experience,1
88,703,s2,3,site experience,0
89,728,s2,9,site experience,3
90,730,s2,9,site experience,1
91,737,s2,10,site experience,3
92,738,s2,7,site experience,0
93,741,s2,2,site experience,1
94,744,s2,7,site experience,2
95,749,s2,5,site experience,1
96,750,s2,5,site experience,1
97,763,s2,6,site experience,2
98,767,s2,7,site experience,3
99,779,s2,3,site experience,1
100,798,s2,6,site experience,3
101,817,s2,9,site experience,3
102,828,s2,10,site experience,2
103,836,s2,6,site experience,3
104,843,s2,10,site experience,0
105,843,s2,10,site experience,0
106,849,s2,4,site experience,0
107,857,s2,6,site experience,1
108,860,s2,4,site experience,2
109,875,s2,9,site experience,1
110,875,s2,3,site experience,2
111,883,s2,10,site experience,0
112,886,s2,5,site experience,1
113,905,s2,4,site experience,2
114,907,s2,10,site experience,2
115,912,s2,2,site experience,2
116,914,s2,4,site experience,3
117,942,s2,10,site experience,2
118,943,s2,10,site experience,1
119,964,s2,8,site experience,0
120,979,s2,8,site experience,0
121,992,s2,2,site experience,3
122,1006,s2,3,site experience,1
123,1009,s2,5,site experience,0
124,1021,s2,2,site experience,1
125,1025,s2,10,site experience,2
126,1030,s2,5,site experience,2
127,1046,s2,7,site experience,0
128,1066,s2,10,site experience,2
129,1075,s2,3,site experience,0
130,1091,s2,5,site experience,0
131,1095,s2,10,site experience,0
132,1109,s2,10,site experience,0
133,1114,s2,10,site experience,1
134,1115,s2,9,site experience,0
135,1121,s2,4,site experience,0
136,1138,s2,8,site experience,2
137,1141,s2,3,site experience,2
138,1143,s2,7,site experience,3
139,1147,s2,10,site experience,2
140,1157,s2,5,site experience,0
141,1182,s2,2,site experience,2
142,1183,s2,8,site experience,2
143,1191,s2,2,site experience,3
144,1193,s2,3,site experience,1
145,1195,s2,10,site experience,0
146,1203,s2,10,site experience,0
147,1207,s2,3,site experience,0
148,1228,s2,9,site experience,3
149,1231,s2,7,site experience,3
150,1234,s2,10,site experience,1
151,1241,s2,10,site experience,0
152,1245,s2,4,site experience,0
153,1250,s2,10,site experience,3
154,1288,s2,10,site experience,2
155,1290,s2,3,site experience,1
156,1312,s2,4,site experience,1
157,1312,s2,2,site experience,3
158,1313,s2,10,site experience,2
159,1320,s2,3,site experience,2
160,1326,s2,4,site experience,3
161,1342,s2,8,site experience,1
162,1344,s2,4,site experience,1
163,1349,s2,4,site experience,0
164,1369,s2,8,site experience,0
165,1382,s2,10,site experience,2
166,1382,s2,4,site experience,3
167,1387,s2,7,site experience,1
168,1398,s2,7,site experience,2
169,1407,s2,8,site experience,3
170,1413,s2,10,site experience,3
171,1418,s2,2,site experience,3
172,1418,s2,5,site experience,2
173,1445,s2,4,site experience,1
174,1445,s2,10,site experience,0
175,1449,s2,8,site experience,3
176,1454,s2,4,site experience,1
177,1459,s2,10,site experience,3
178,1471,s2,3,site experience,1
179,1471,s2,2,site experience,1
180,1473,s2,2,site experience,2
181,1500,s2,9,site experience,0
182,1507,s2,8,site experience,1
183,1528,s2,5,site experience,1
184,1530,s2,9,site experience,0
185,1530,s2,7,site experience,0
186,1534,s2,7,site experience,0
187,1554,s2,5,site experience,3
188,1562,s2,4,site experience,1
189,1577,s2,10,site experience,1
190,1578,s2,5,site experience,3
191,1581,s2,5,site experience,0
192,1588,s2,10,site experience,3
193,1588,s2,2,site experience,1
194,1589,s2,4,site experience,1
195,1601,s2,10,site experience,0
196,1601,s2,4,site experience,1
197,1606,s2,5,site experience,1
198,1611,s2,2,site experience,2
199,1615,s2,5,site experience,2
200,1633,s2,6,site experience,3
201,1633,s2,9,site experience,2
202,1637,s2,3,site experience,0
203,1639,s2,4,site experience,1
204,1648,s2,5,site experience,0
205,1649,s2,10,site experience,2
206,1650,s2,6,site experience,2
207,1652,s2,4,site experience,3
208,1654,s2,6,site experience,0
209,1655,s2,4,site experience,1
210,1668,s2,8,site experience,2
211,1683,s2,10,site experience,2
212,1698,s2,3,site experience,0
213,1704,s2,4,site experience,1
214,1704,s2,10,site experience,3
215,1706,s2,7,site experience,1
216,1710,s2,9,site experience,2
217,1716,s2,2,site experience,3
218,1716,s2,4,site experience,2
219,1719,s2,9,site experience,3
220,1735,s2,10,site experience,0
221,1740,s2,5,site experience,0
222,1741,s2,2,site experience,2
223,1746,s2,10,site experience,0
224,1746,s2,6,site experience,0
225,1746,s2,6,site experience,1
226,1749,s2,4,site experience,2
227,1782,s2,9,site experience,0
228,1785,s2,5,site experience,3
229,1786,s2,2,site experience,3
230,1789,s2,10,site experience,0
231,1799,s2,10,site experience,2
232,1802,s2,9,site experience,1
233,1809,s2,10,site experience,1
234,1811,s2,5,site experience,3
235,1823,s2,10,site experience,2
236,1832,s2,8,site experience,2
237,1844,s2,8,site experience,0
238,1845,s2,7,site experience,3
239,1846,s2,5,site experience,2
240,1847,s2,3,site experience,0
241,1850,s2,3,site experience,0
242,1857,s2,10,site experience,2
243,1878,s2,7,site experience,3
244,1883,s2,8,site experience,3
245,1900,s2,10,site experience,2
246,1907,s2,3,site experience,2
247,1926,s2,5,site experience,0
248,1927,s2,10,site experience,0
249,1929,s2,5,site experience,0
250,1957,s2,3,site experience,2
251,1967,s2,8,site experience,0
252,1973,s2,5,site experience,0
253,1985,s2,10,site experience,0
254,1989,s2,10,site experience,2
255,2000,s2,7,site experience,3
256,2010,s2,7,site experience,1
257,2012,s2,10,site experience,0
258,2019,s2,10,site experience,3
259,2045,s2,6,site experience,0
260,2047,s2,4,site experience,3
261,2053,s2,3,site experience,1
262,2054,s2,3,site experience,3
263,2062,s2,4,site experience,0
264,2063,s2,5,site experience,3
265,2063,s2,7,site experience,1
266,2070,s2,10,site experience,3
267,2072,s2,8,site experience,1
268,2074,s2,9,site experience,0
