1,2,s2,8,site experience,3
2,5,s2,8,site experience,2
3,7,s2,7,site experience,0
4,20,s2,10,site experience,0
5,20,s2,8,site experience,0
6,22,s2,4,site experience,3
7,72,s2,8,site experience,1
8,72,s2,4,site experience,2
9,83,s2,8,site experience,3
10,111,s2,10,site experience,0
11,112,s2,8,site experience,0
12,120,s2,10,site experience,0
13,120,s2,3,site experience,3
14,146,s2,10,site experience,1
15,147,s2,8,site experience,1
16,148,s2,10,site experience,2
17,153,s2,8,site experience,0
18,155,s2,10,site experience,3
19,158,s2,5,site experience,0
20,160,s2,9,site experience,1
21,162,s2,9,site experience,0
22,166,s2,10,site experience,0
23,172,s2,7,site experience,0
24,179,s2,3,site experience,0
25,180,s2,6,site experience,1
26,240,s2,9,site experience,3
27,252,s2,5,site experience,1
28,254,s2,10,site experience,2
29,262,s2,8,site experience,1
30,275,s2,4,site experience,1
31,281,s2,4,site experience,0
32,293,s2,4,site experience,0
33,294,s2,3,site experience,3
34,320,s2,7,site experience,1
35,327,s2,10,site experience,1
36,334,s2,10,site experience,0
37,353,s2,10,site experience,1
38,354,s2,2,site experience,1
39,363,s2,10,site experience,0
40,363,s2,6,site experience,0
41,369,s2,9,site experience,3
42,376,s2,10,site experience,2
43,377,s2,9,site experience,1
44,387,s2,9,site experience,3
45,405,s2,10,site experience,1
46,407,s2,4,site experience,3
47,409,s2,2,site experience,1
48,411,s2,8,site experience,2
49,414,s2,4,site experience,1
50,425,s2,5,site experience,1
51,427,s2,10,site experience,1
52,432,s2,7,site experience,3
53,441,s2,6,site experience,1
54,441,s2,10,site experience,0
55,442,s2,4,site experience,3
56,449,s2,3,site experience,2
57,455,s2,10,site experience,3
58,473,s2,10,site experience,1
59,473,s2,7,site experience,2
60,475,s2,9,site experience,1
61,476,s2,9,site experience,0
62,482,s2,10,site experience,0
63,486,s2,10,site experience,1
64,491,s2,3,site experience,0
65,515,s2,9,site experience,2
66,520,s2,10,site experience,0
67,528,s2,2,site experience,1
68,528,s2,7,site experience,2
69,537,s2,4,site experience,2
70,586,s2,2,site experience,2
71,591,s2,10,site experience,3
72,594,s2,10,site experience,1
73,595,s2,7,site experience,3
74,599,s2,8,site experience,2
75,609,s2,8,site experience,0
76,637,s2,10,site experience,2
77,649,s2,10,site experience,3
78,659,s2,9,site experience,0
79,676,s2,2,site experience,3
80,686,s2,10,site experience,2
81,696,s2,8,site experience,3
82,712,s2,7,site experience,2
83,714,s2,6,site experience,2
84,717,s2,8,site experience,2
85,727,s2,10,site experience,2
86,727,s2,5,site experience,3
87,744,s2,6,site experience,1
88,746,s2,2,site experience,2
89,768,s2,10,site experience,1
90,772,s2,10,site experience,2
91,779,s2,5,site experience,1
92,780,s2,3,site experience,2
93,784,s2,10,site experience,3
94,790,s2,10,site experience,1
95,797,s2,9,site experience,0
96,806,s2,10,site experience,0
97,811,s2,8,site experience,2
98,819,s2,7,site experience,2
99,829,s2,10,site experience,3
100,837,s2,7,site experience,1
101,837,s2,5,site experience,2
102,838,s2,2,site experience,3
103,856,s2,10,site experience,2
104,857,s2,4,site experience,3
105,886,s2,4,site experience,3
106,927,s2,9,site experience,2
107,941,s2,10,site experience,0
108,942,s2,6,site experience,2
109,946,s2,6,site experience,1
110,959,s2,10,site experience,3
111,959,s2,10,site experience,0
112,960,s2,10,site experience,0
113,977,s2,7,site experience,2
114,982,s2,10,site experience,3
115,982,s2,10,site experience,0
116,983,s2,2,site experience,1
117,994,s2,10,site experience,0
118,997,s2,10,site experience,1
119,1007,s2,4,site experience,2
120,1024,s2,10,site experience,0
121,1025,s2,6,site experience,2
122,1027,s2,10,site experience,0
123,1037,s2,9,site experience,3
124,1043,s2,10,site experience,3
125,1057,s2,10,site experience,0
126,1078,s2,10,site experience,2
127,1084,s2,7,site experience,0
128,1086,s2,6,site experience,1
129,1086,s2,10,site experience,3
130,1086,s2,6,site experience,3
131,1093,s2,10,site experience,3
132,1102,s2,10,site experience,0
133,1108,s2,3,site experience,3
134,1114,s2,9,site experience,0
135,1130,s2,5,site experience,2
136,1132,s2,10,site experience,0
137,1147,s2,5,site experience,0
138,1164,s2,8,site experience,2
139,1165,s2,10,site experience,0
140,1170,s2,10,site experience,0
141,1188,s2,10,site experience,3
142,1197,s2,6,site experience,0
143,1197,s2,10,site experience,1
144,1197,s2,4,site experience,3
145,1201,s2,9,site experience,3
