rowNumber, personId, score, scoreName 
1,1,s3,10,CES,2
2,1,s7,7,CES,1
3,2,s3,5,CES,3
4,2,s3,4,CES,3
5,3,s3,7,CES,0
6,3,s3,10,CES,2
7,4,s3,10,CES,3
8,12,s3,8,CES,2
9,12,s3,6,CES,0
10,12,s3,10,CES,0
11,12,s7,6,CES,3
12,12,s8,10,CES,3
13,12,s8,5,NPS,3
14,12,s10,10,CES,0
15,12,s10,9,NPS,0
16,13,s3,7,CES,1
17,15,s3,10,CES,3
18,15,s7,4,CES,3
19,15,s10,9,CES,3
20,15,s10,4,NPS,2
21,16,s3,9,CES,2
22,17,s3,10,CES,3
23,17,s7,8,CES,2
24,17,s10,6,CES,0
25,17,s10,10,NPS,0
26,18,s3,3,CES,2
27,19,s3,6,CES,0
28,19,s7,10,CES,2
29,19,s10,10,CES,2
30,19,s10,7,NPS,1
31,20,s3,10,CES,0
32,20,s7,5,CES,3
33,20,s10,5,CES,3
34,20,s10,4,NPS,1
35,22,s3,10,CES,0
36,23,s2,10,site experience,2
37,23,s3,5,CES,3
38,23,s3,10,CES,2
39,23,s7,9,CES,1
40,23,s10,10,CES,1
41,23,s10,10,NPS,1
42,24,s3,10,CES,2
43,26,s3,4,CES,0
44,26,s7,10,CES,1
45,26,s10,10,CES,3
46,26,s10,4,NPS,0
47,26,s3,8,CES,3
48,27,s3,3,CES,1
49,27,s3,10,CES,3
50,27,s3,7,CES,3
51,27,s3,4,CES,0
52,27,s2,10,site experience,2
53,27,s3,10,CES,3
54,28,s3,10,CES,3
55,28,s3,3,CES,3
56,29,s3,10,CES,3
57,30,s3,4,CES,0
58,30,s7,10,CES,1
59,31,s2,5,site experience,2
60,31,s3,10,CES,3
61,33,s3,9,CES,2
62,33,s3,4,CES,3
63,34,s3,10,CES,0
64,36,s3,10,CES,0
65,36,s3,10,CES,3
66,39,s3,10,CES,3
67,39,s7,7,CES,3
68,39,s10,9,CES,3
69,39,s10,6,NPS,2
70,39,s3,10,CES,1
71,39,s7,10,CES,2
72,39,s10,10,CES,3
73,39,s10,10,NPS,2
74,40,s3,10,CES,2
75,40,s3,6,CES,0
76,40,s7,10,CES,0
77,40,s10,8,CES,0
78,40,s10,3,NPS,3
79,41,s3,10,CES,2
80,41,s7,10,CES,2
81,41,s10,10,CES,1
82,41,s10,4,NPS,0
83,41,s3,10,CES,3
84,41,s7,10,CES,3
85,43,s3,4,CES,3
86,43,s7,6,CES,2
87,43,s10,4,CES,1
88,43,s10,10,NPS,0
89,45,s3,10,CES,2
90,45,s3,7,CES,0
91,45,s7,8,CES,0
92,45,s10,10,CES,3
93,45,s10,8,NPS,1
94,46,s3,6,CES,2
95,46,s3,10,CES,3
96,46,s7,10,CES,1
97,46,s10,8,CES,3
98,46,s10,10,NPS,0
99,47,s3,4,CES,0
100,47,s3,10,CES,1
101,48,s3,9,CES,3
102,48,s7,6,CES,1
103,48,s10,4,CES,3
104,48,s10,10,NPS,0
105,49,s3,10,CES,2
106,49,s3,5,CES,2
107,51,s3,10,CES,0
108,51,s3,10,CES,2
109,51,s3,5,CES,0
110,53,s3,4,CES,2
111,53,s7,5,CES,2
112,53,s10,8,CES,2
113,53,s10,10,NPS,3
114,55,s3,7,CES,1
115,55,s3,9,CES,3
116,55,s3,8,CES,3
117,56,s3,7,CES,0
118,56,s7,10,CES,1
119,56,s10,6,CES,2
120,56,s10,9,NPS,3
121,58,s2,7,site experience,0
122,58,s3,6,CES,3
123,58,s3,10,CES,1
124,58,s7,9,CES,3
125,58,s10,10,CES,1
126,58,s10,8,NPS,0
127,58,s3,10,CES,3
128,58,s3,10,CES,2
129,58,s3,10,CES,2
130,58,s3,10,CES,1
131,58,s7,10,CES,0
