0,0,s4,1861,Total
1,5,s4,1391,Total
2,5,s4,1290,Total
3,5,s4,1391,Total
4,5,s4,1290,Total
5,10,s4,3008,Total
6,25,s4,3600,Total
7,32,s4,3305,Total
8,37,s4,3236,Total
9,40,s4,2171,Total
10,42,s4,3166,Total
11,47,s4,4093,Total
12,48,s4,2543,Total
13,65,s4,2450,Total
14,79,s4,1100,Total
15,91,s4,3827,Total
16,98,s4,1943,Total
17,106,s4,1142,Total
18,113,s4,1417,Total
19,131,s4,1802,Total
20,132,s4,2923,Total
21,139,s4,2343,Total
22,148,s4,2294,Total
23,168,s4,1582,Total
24,187,s4,1136,Total
25,196,s4,3456,Total
26,201,s4,2635,Total
27,212,s4,2255,Total
28,215,s4,1587,Total
29,219,s4,2828,Total
30,224,s4,1992,Total
31,225,s4,3404,Total
32,236,s4,2140,Total
33,245,s4,1908,Total
34,249,s4,1944,Total
35,253,s4,2814,Total
36,256,s4,3587,Total
37,260,s4,1165,Total
38,260,s4,1412,Total
39,260,s4,1165,Total
40,260,s4,1412,Total
41,273,s4,1417,Total
42,273,s4,3961,Total
43,273,s4,1417,Total
44,273,s4,3961,Total
45,295,s4,3857,Total
46,303,s4,2584,Total
47,308,s4,3734,Total
48,326,s4,3885,Total
49,328,s4,1956,Total
50,335,s4,3086,Total
51,361,s4,2198,Total
52,368,s4,1710,Total
53,379,s4,1079,Total
54,385,s4,1148,Total
55,392,s4,3766,Total
56,407,s4,2012,Total
57,408,s4,3835,Total
58,408,s4,3750,Total
59,408,s4,3835,Total
60,408,s4,3750,Total
61,412,s4,2816,Total
62,414,s4,1395,Total
63,415,s4,2923,Total
64,422,s4,1065,Total
65,426,s4,3117,Total
66,429,s4,2062,Total
67,431,s4,1207,Total
68,448,s4,2779,Total
69,462,s4,2343,Total
70,469,s4,2278,Total
71,479,s4,3223,Total
72,483,s4,2503,Total
73,505,s4,3720,Total
74,508,s4,2071,Total
75,512,s4,3521,Total
76,522,s4,2660,Total
77,527,s4,2541,Total
78,535,s4,2541,Total
79,536,s4,3729,Total
80,541,s4,1321,Total
81,545,s4,2495,Total
82,591,s4,3105,Total
83,597,s4,1879,Total
84,599,s4,3394,Total
85,616,s4,1373,Total
86,642,s4,1494,Total
87,649,s4,3710,Total
88,653,s4,1239,Total
89,669,s4,2969,Total
90,683,s4,4066,Total
91,688,s4,3909,Total
92,689,s4,2290,Total
93,690,s4,3837,Total
94,708,s4,3006,Total
95,715,s4,1263,Total
96,719,s4,2481,Total
97,722,s4,3900,Total
98,729,s4,1496,Total
99,730,s4,1797,Total
100,733,s4,1371,Total
101,750,s4,3619,Total
102,755,s4,3462,Total
103,760,s4,1087,Total
104,769,s4,3487,Total
105,770,s4,1989,Total
106,778,s4,3032,Total
107,786,s4,3216,Total
108,812,s4,3684,Total
109,819,s4,3214,Total
110,829,s4,2541,Total
111,838,s4,1640,Total
112,845,s4,1638,Total
113,847,s4,2287,Total
114,859,s4,1200,Total
115,871,s4,2538,Total
116,871,s4,1275,Total
117,871,s4,2538,Total
118,871,s4,1275,Total
119,874,s4,1749,Total
120,882,s4,2513,Total
121,902,s4,2546,Total
122,905,s4,2883,Total
123,916,s4,2976,Total
124,921,s4,2556,Total
125,925,s4,2807,Total
126,931,s4,1119,Total
127,935,s4,3037,Total
128,936,s4,2827,Total
129,939,s4,3235,Total
130,942,s4,1517,Total
131,945,s4,1758,Total
132,946,s4,1858,Total
133,962,s4,2829,Total
134,966,s4,1085,Total
135,974,s4,1562,Total
136,1014,s4,2592,Total
137,1029,s4,1942,Total
138,1038,s4,2746,Total
139,1042,s4,1099,Total
140,1044,s4,3584,Total
141,1046,s4,2063,Total
142,1050,s4,1892,Total
143,1051,s4,3985,Total
144,1058,s4,1247,Total
145,1067,s4,1339,Total
146,1069,s4,1404,Total
147,1075,s4,1083,Total
148,1081,s4,3075,Total
149,1088,s4,2990,Total
150,1090,s4,3578,Total
151,1095,s4,1674,Total
152,1112,s4,3217,Total
153,1117,s4,2212,Total
154,1121,s4,1470,Total
155,1128,s4,3933,Total
156,1140,s4,3464,Total
157,1142,s4,3672,Total
158,1149,s4,1491,Total
159,1152,s4,1089,Total
160,1161,s4,4058,Total
161,1165,s4,1197,Total
162,1170,s4,3007,Total
163,1175,s4,1625,Total
164,1179,s4,3197,Total
165,1189,s4,2870,Total
166,1195,s4,1194,Total
167,1197,s4,1355,Total
168,1209,s4,1229,Total
169,1209,s4,1942,Total
170,1209,s4,1229,Total
171,1209,s4,1942,Total
172,1232,s4,2897,Total
173,1258,s4,3570,Total
174,1262,s4,2383,Total
175,1268,s4,2509,Total
176,1275,s4,3091,Total
177,1284,s4,1227,Total
178,1286,s4,2234,Total
179,1298,s4,2644,Total
180,1300,s4,1474,Total
181,1328,s4,3935,Total
182,1333,s4,2068,Total
183,1346,s4,2281,Total
184,1346,s4,1197,Total
185,1346,s4,2281,Total
186,1346,s4,1197,Total
187,1349,s4,2034,Total
188,1355,s4,3728,Total
189,1379,s4,3716,Total
190,1390,s4,2351,Total
191,1395,s4,2298,Total
192,1396,s4,2442,Total
193,1398,s4,1107,Total
194,1402,s4,2211,Total
195,1411,s4,2509,Total
196,1415,s4,1170,Total
197,1419,s4,1837,Total
198,1431,s4,1544,Total
199,1433,s4,1122,Total
200,1434,s4,1576,Total
201,1436,s4,1131,Total
202,1441,s4,2927,Total
203,1450,s4,2263,Total
204,1467,s4,2665,Total
205,1470,s4,3281,Total
206,1480,s4,2846,Total
207,1486,s4,2082,Total
208,1497,s4,3469,Total
209,1513,s4,1625,Total
210,1513,s4,2773,Total
211,1513,s4,1625,Total
212,1513,s4,2773,Total
213,1514,s4,2415,Total
214,1531,s4,2592,Total
215,1538,s4,3472,Total
216,1552,s4,2361,Total
217,1554,s4,1361,Total
218,1554,s4,2180,Total
219,1554,s4,1361,Total
220,1554,s4,2180,Total
221,1555,s4,1656,Total
222,1571,s4,2471,Total
223,1572,s4,2764,Total
224,1572,s4,1278,Total
225,1572,s4,2764,Total
226,1572,s4,1278,Total
227,1594,s4,3930,Total
228,1612,s4,3378,Total
229,1619,s4,1196,Total
230,1666,s4,1280,Total
231,1673,s4,3518,Total
232,1683,s4,3237,Total
233,1685,s4,1403,Total
234,1691,s4,2973,Total
235,1699,s4,3536,Total
236,1700,s4,1160,Total
237,1710,s4,3774,Total
238,1716,s4,2416,Total
239,1718,s4,1303,Total
240,1739,s4,1311,Total
241,1744,s4,1012,Total
242,1751,s4,1964,Total
243,1758,s4,2615,Total
244,1759,s4,3195,Total
245,1760,s4,3991,Total
246,1760,s4,2448,Total
247,1760,s4,3991,Total
248,1760,s4,2448,Total
249,1761,s4,3072,Total
250,1764,s4,2522,Total
251,1768,s4,3777,Total
252,1779,s4,2904,Total
253,1781,s4,2243,Total
254,1802,s4,3812,Total
255,1805,s4,2073,Total
256,1807,s4,3529,Total
257,1833,s4,3287,Total
258,1836,s4,2562,Total
259,1850,s4,3279,Total
260,1854,s4,1149,Total
261,1860,s4,2538,Total
262,1870,s4,1926,Total
263,1882,s4,2336,Total
264,1888,s4,1322,Total
265,1891,s4,3331,Total
266,1899,s4,1607,Total
267,1905,s4,1896,Total
268,1919,s4,1497,Total
269,1920,s4,3074,Total
270,1924,s4,1576,Total
271,1928,s4,3638,Total
272,1929,s4,2368,Total
273,1930,s4,1624,Total
274,1931,s4,3810,Total
275,1937,s4,2773,Total
276,1939,s4,2339,Total
277,1944,s4,3021,Total
278,1949,s4,2507,Total
279,1960,s4,2912,Total
280,1962,s4,3384,Total
281,1970,s4,2969,Total
282,1973,s4,2294,Total
283,1975,s4,2960,Total
284,1980,s4,2399,Total
285,1983,s4,2164,Total
286,1991,s4,2159,Total
287,1995,s4,2194,Total
288,2019,s4,1128,Total
289,2023,s4,1892,Total
290,2025,s4,3501,Total
291,2031,s4,3825,Total
292,2035,s4,3953,Total
293,2041,s4,3097,Total
294,2041,s4,2761,Total
295,2041,s4,3097,Total
296,2041,s4,2761,Total
297,2047,s4,3613,Total
298,2062,s4,1285,Total
299,2096,s4,3283,Total
300,2104,s4,3592,Total
301,2110,s4,2380,Total
302,2112,s4,2834,Total
303,2116,s4,3602,Total
304,2122,s4,3102,Total
305,2125,s4,2163,Total
306,2130,s4,3381,Total
307,2132,s4,2359,Total
308,2137,s4,3844,Total
309,2181,s4,3095,Total
310,2190,s4,2310,Total
311,2194,s4,2549,Total
312,2195,s4,2788,Total
313,2201,s4,2499,Total
314,2206,s4,1086,Total
315,2244,s4,2065,Total
316,2247,s4,2201,Total
317,2255,s4,2438,Total
318,2257,s4,2714,Total
319,2264,s4,2365,Total
320,2273,s4,1724,Total
321,2275,s4,3455,Total
322,2279,s4,3115,Total
323,2282,s4,1457,Total
324,2282,s4,2690,Total
325,2282,s4,1457,Total
326,2282,s4,2690,Total
327,2289,s4,3292,Total
