1,0,s1
2,0,s2
3,0,s2
4,0,s3
5,0,s5
6,0,s5
7,0,s5
8,0,s4
9,0,s6
10,0,s2
11,0,s8
12,1,s1
13,1,s2
14,1,s2
15,1,s3
16,1,s5
17,1,s3
18,1,s8
19,2,s1
20,2,s8
21,3,s1
22,3,s8
23,4,s1
24,4,s2
25,4,s3
26,4,s2
27,4,s8
28,5,s1
29,5,s2
30,5,s3
31,5,s4
32,5,s7
33,5,s6
34,5,s2
35,5,s2
36,5,s3
37,5,s4
38,5,s2
39,5,s8
40,6,s1
41,6,s8
42,7,s1
43,7,s2
44,7,s2
45,7,s8
46,8,s1
47,8,s8
48,9,s1
49,9,s2
50,9,s8
51,10,s1
52,10,s2
53,10,s3
54,10,s5
55,10,s4
56,10,s6
57,10,s8
58,11,s1
59,11,s8
60,12,s1
61,12,s2
62,12,s3
63,12,s8
64,13,s1
65,13,s2
66,13,s8
67,14,s1
68,14,s2
69,14,s2
70,14,s8
71,15,s1
72,15,s2
73,15,s3
74,15,s2
75,15,s3
76,15,s8
77,16,s1
78,16,s2
79,16,s3
80,16,s8
81,17,s1
82,17,s8
83,18,s1
84,18,s2
85,18,s3
86,18,s2
87,18,s8
88,19,s1
89,19,s2
90,19,s2
91,19,s3
92,19,s2
93,19,s3
94,19,s2
95,19,s8
96,20,s1
97,20,s8
98,21,s1
99,21,s8
100,22,s1
101,22,s8
102,23,s1
103,23,s8
104,24,s1
105,24,s8
106,25,s1
107,25,s2
108,25,s3
109,25,s4
110,25,s8
111,26,s1
112,26,s8
113,27,s1
114,27,s8
115,28,s1
116,28,s8
117,29,s1
118,29,s2
119,29,s2
120,29,s3
121,29,s2
122,29,s8
123,30,s1
124,30,s8
125,31,s1
126,31,s8
127,32,s1
128,32,s2
129,32,s2
130,32,s3
131,32,s4
132,32,s6
133,32,s8
134,33,s1
135,33,s8
136,34,s1
137,34,s2
138,34,s3
139,34,s2
140,34,s8
141,35,s1
142,35,s2
143,35,s3
144,35,s8
145,36,s1
146,36,s2
147,36,s8
148,37,s1
149,37,s2
150,37,s2
151,37,s3
152,37,s4
153,37,s6
154,37,s8
155,38,s1
156,38,s8
157,39,s1
158,39,s8
159,40,s1
160,40,s2
161,40,s3
162,40,s5
163,40,s5
164,40,s4
165,40,s7
166,40,s6
167,40,s2
168,40,s2
169,40,s3
170,40,s8
171,41,s1
172,41,s2
173,41,s3
174,41,s2
175,41,s2
176,41,s8
177,42,s1
178,42,s2
179,42,s2
180,42,s3
181,42,s5
182,42,s4
183,42,s7
184,42,s6
185,42,s8
186,43,s1
187,43,s2
188,43,s3
189,43,s8
190,44,s1
191,44,s2
192,44,s3
193,44,s2
194,44,s2
195,44,s2
196,44,s3
197,44,s8
198,45,s1
199,45,s2
200,45,s3
201,45,s2
202,45,s2
203,45,s2
204,45,s3
205,45,s2
206,45,s3
207,45,s2
208,45,s2
209,45,s2
210,45,s2
211,45,s3
212,45,s2
213,45,s3
214,45,s2
215,45,s3
216,45,s5
217,45,s5
218,45,s3
219,45,s2
220,45,s8
221,46,s1
222,46,s2
223,46,s8
224,47,s1
225,47,s2
226,47,s2
227,47,s3
228,47,s5
229,47,s5
230,47,s5
231,47,s4
232,47,s6
233,47,s8
234,48,s1
235,48,s2
236,48,s3
237,48,s4
238,48,s8
239,49,s1
240,49,s2
241,49,s2
242,49,s3
243,49,s8
244,50,s1
245,50,s2
246,50,s3
247,50,s2
248,50,s2
249,50,s8
250,51,s1
251,51,s8
252,52,s1
253,52,s8
254,53,s1
255,53,s2
256,53,s3
257,53,s2
258,53,s3
259,53,s5
260,53,s3
261,53,s8
262,54,s1
263,54,s2
264,54,s8
265,55,s1
266,55,s8
267,56,s1
268,56,s2
269,56,s3
270,56,s8
271,57,s1
272,57,s8
273,58,s1
274,58,s2
275,58,s8
276,59,s1
277,59,s8
278,60,s1
279,60,s8
280,61,s1
281,61,s8
282,62,s1
283,62,s2
284,62,s2
285,62,s3
286,62,s2
287,62,s8
288,63,s1
289,63,s8
290,64,s1
291,64,s8
292,65,s1
293,65,s2
294,65,s3
295,65,s2
296,65,s3
297,65,s2
298,65,s3
299,65,s4
300,65,s6
301,65,s8
302,66,s1
303,66,s2
304,66,s8
305,67,s1
306,67,s8
307,68,s1
308,68,s2
309,68,s2
310,68,s2
311,68,s3
312,68,s8
313,69,s1
314,69,s2
315,69,s8
316,70,s1
317,70,s2
318,70,s2
319,70,s3
320,70,s2
321,70,s3
322,70,s2
323,70,s8
324,71,s1
325,71,s2
326,71,s3
327,71,s8
328,72,s1
329,72,s8
330,73,s1
331,73,s8
332,74,s1
333,74,s2
334,74,s8
335,75,s1
336,75,s8
337,76,s1
338,76,s2
339,76,s3
340,76,s2
341,76,s8
342,77,s1
343,77,s2
344,77,s2
345,77,s8
346,78,s1
347,78,s8
348,79,s1
349,79,s2
350,79,s2
351,79,s3
352,79,s4
353,79,s6
354,79,s8
355,80,s1
356,80,s8
357,81,s1
358,81,s8
359,82,s1
360,82,s2
361,82,s3
362,82,s2
363,82,s8
364,83,s1
365,83,s2
366,83,s3
367,83,s2
368,83,s8
369,84,s1
370,84,s8
371,85,s1
372,85,s8
373,86,s1
374,86,s8
375,87,s1
376,87,s2
377,87,s3
378,87,s2
379,87,s8
380,88,s1
381,88,s2
382,88,s3
383,88,s8
384,89,s1
385,89,s2
386,89,s3
387,89,s2
388,89,s3
389,89,s2
390,89,s3
391,89,s8
392,90,s1
393,90,s8
394,91,s1
395,91,s2
396,91,s3
397,91,s5
398,91,s3
399,91,s2
400,91,s2
401,91,s3
402,91,s5
403,91,s3
404,91,s2
405,91,s3
406,91,s4
407,91,s6
408,91,s8
409,92,s1
410,92,s8
411,93,s1
412,93,s2
413,93,s8
414,94,s1
415,94,s8
416,95,s1
417,95,s8
418,96,s1
419,96,s8
420,97,s1
421,97,s2
422,97,s2
423,97,s2
424,97,s3
425,97,s2
426,97,s2
427,97,s8
428,98,s1
429,98,s2
430,98,s3
431,98,s4
432,98,s6
433,98,s8
434,99,s1
435,99,s2
436,99,s3
437,99,s8
438,100,s1
439,100,s8
440,101,s1
441,101,s2
442,101,s2
443,101,s3
444,101,s2
445,101,s8
446,102,s1
447,102,s2
448,102,s8
449,103,s1
450,103,s8
451,104,s1
452,104,s8
453,105,s1
454,105,s2
455,105,s2
456,105,s8
457,106,s1
458,106,s2
459,106,s3
460,106,s5
461,106,s4
462,106,s6
463,106,s8
464,107,s1
465,107,s8
466,108,s1
467,108,s2
468,108,s2
469,108,s8
470,109,s1
471,109,s2
472,109,s8
473,110,s1
474,110,s8
475,111,s1
476,111,s2
477,111,s8
478,112,s1
479,112,s2
480,112,s3
481,112,s2
482,112,s3
483,112,s8
484,113,s1
485,113,s2
486,113,s3
487,113,s4
488,113,s6
489,113,s8
490,114,s1
491,114,s8
492,115,s1
493,115,s8
494,116,s1
495,116,s8
496,117,s1
497,117,s8
498,118,s1
499,118,s2
500,118,s8
501,119,s1
502,119,s8
503,120,s1
504,120,s8
505,121,s1
506,121,s8
507,122,s1
508,122,s2
509,122,s3
510,122,s2
511,122,s2
512,122,s3
513,122,s2
514,122,s2
515,122,s3
516,122,s8
517,123,s1
518,123,s8
519,124,s1
520,124,s8
521,125,s1
522,125,s8
523,126,s1
524,126,s8
525,127,s1
526,127,s8
527,128,s1
528,128,s2
529,128,s8
530,129,s1
531,129,s2
532,129,s2
533,129,s3
534,129,s8
535,130,s1
536,130,s2
537,130,s2
538,130,s8
539,131,s1
540,131,s2
541,131,s2
542,131,s2
543,131,s2
544,131,s2
545,131,s2
546,131,s3
547,131,s2
548,131,s3
549,131,s4
