1,0,s3,1741,Flight
2,1,s3,1680,Flight
3,1,s3,2378,Flight
4,4,s3,1150,Flight
5,5,s3,1391,Flight
6,5,s3,1290,Flight
7,10,s3,2888,Flight
8,12,s3,3323,Flight
9,15,s3,1213,Flight
10,15,s3,3040,Flight
11,16,s3,1795,Flight
12,18,s3,1394,Flight
13,19,s3,1279,Flight
14,19,s3,2459,Flight
15,25,s3,3600,Flight
16,29,s3,2840,Flight
17,32,s3,3305,Flight
18,34,s3,2915,Flight
19,35,s3,2701,Flight
20,37,s3,3236,Flight
21,40,s3,2011,Flight
22,40,s3,2175,Flight
23,41,s3,2191,Flight
24,42,s3,3126,Flight
25,43,s3,2264,Flight
26,44,s3,1913,Flight
27,44,s3,3364,Flight
28,45,s3,2213,Flight
29,45,s3,1544,Flight
30,45,s3,3682,Flight
31,45,s3,3128,Flight
32,45,s3,1410,Flight
33,45,s3,1212,Flight
34,45,s3,3664,Flight
35,47,s3,3863,Flight
36,48,s3,2543,Flight
37,49,s3,3164,Flight
38,50,s3,2040,Flight
39,53,s3,2385,Flight
40,53,s3,3799,Flight
41,53,s3,2556,Flight
42,56,s3,3294,Flight
43,62,s3,2866,Flight
44,65,s3,2031,Flight
45,65,s3,1898,Flight
46,65,s3,2450,Flight
47,68,s3,3299,Flight
48,70,s3,3098,Flight
49,70,s3,3862,Flight
50,71,s3,3700,Flight
51,76,s3,3202,Flight
52,79,s3,1100,Flight
53,82,s3,2581,Flight
54,83,s3,3034,Flight
55,87,s3,3741,Flight
56,88,s3,1511,Flight
57,89,s3,2340,Flight
58,89,s3,1986,Flight
59,89,s3,2610,Flight
60,91,s3,1298,Flight
61,91,s3,3185,Flight
62,91,s3,3200,Flight
63,91,s3,1057,Flight
64,91,s3,3827,Flight
65,97,s3,2189,Flight
66,98,s3,1943,Flight
67,99,s3,1299,Flight
68,101,s3,2104,Flight
69,106,s3,1102,Flight
70,112,s3,1444,Flight
71,112,s3,3373,Flight
72,113,s3,1417,Flight
73,122,s3,2867,Flight
74,122,s3,3470,Flight
75,122,s3,2330,Flight
76,129,s3,2917,Flight
77,131,s3,2380,Flight
78,131,s3,1802,Flight
79,132,s3,2803,Flight
80,133,s3,1634,Flight
81,136,s3,3143,Flight
82,138,s3,3323,Flight
83,139,s3,2343,Flight
84,140,s3,2899,Flight
85,142,s3,1629,Flight
86,143,s3,3584,Flight
87,146,s3,2246,Flight
88,146,s3,1090,Flight
89,147,s3,3332,Flight
90,147,s3,2764,Flight
91,148,s3,2294,Flight
92,154,s3,3147,Flight
93,154,s3,1362,Flight
94,163,s3,1271,Flight
95,165,s3,3845,Flight
96,166,s3,2927,Flight
97,167,s3,2930,Flight
98,167,s3,2967,Flight
99,168,s3,1430,Flight
100,168,s3,1582,Flight
101,169,s3,3133,Flight
102,169,s3,2958,Flight
103,169,s3,3899,Flight
104,171,s3,1510,Flight
105,175,s3,2729,Flight
106,175,s3,3332,Flight
107,175,s3,3920,Flight
108,176,s3,1236,Flight
109,179,s3,3060,Flight
110,179,s3,1959,Flight
111,179,s3,2317,Flight
112,179,s3,3688,Flight
113,184,s3,3774,Flight
114,186,s3,1020,Flight
115,187,s3,1136,Flight
116,191,s3,1205,Flight
117,191,s3,3177,Flight
118,191,s3,1388,Flight
119,191,s3,1152,Flight
120,192,s3,1180,Flight
121,194,s3,2863,Flight
122,196,s3,3456,Flight
123,198,s3,3811,Flight
124,198,s3,1623,Flight
125,201,s3,2635,Flight
126,202,s3,2950,Flight
127,202,s3,2367,Flight
128,203,s3,2229,Flight
129,207,s3,2609,Flight
130,209,s3,2285,Flight
131,212,s3,2255,Flight
132,215,s3,1437,Flight
133,218,s3,3626,Flight
134,219,s3,2828,Flight
135,222,s3,1205,Flight
136,222,s3,1275,Flight
137,222,s3,1594,Flight
138,222,s3,2532,Flight
139,224,s3,1899,Flight
140,224,s3,1992,Flight
141,225,s3,3404,Flight
142,228,s3,3070,Flight
143,236,s3,2140,Flight
144,236,s3,2785,Flight
145,239,s3,2866,Flight
146,245,s3,2867,Flight
147,245,s3,1908,Flight
148,248,s3,3189,Flight
149,248,s3,2206,Flight
150,249,s3,1944,Flight
151,251,s3,1059,Flight
152,253,s3,2814,Flight
153,254,s3,2506,Flight
154,256,s3,3437,Flight
155,257,s3,2320,Flight
156,259,s3,2235,Flight
157,259,s3,3564,Flight
158,259,s3,1750,Flight
159,260,s3,2633,Flight
160,260,s3,2321,Flight
161,260,s3,1165,Flight
162,260,s3,1412,Flight
163,261,s3,3283,Flight
164,262,s3,1285,Flight
165,267,s3,2773,Flight
166,267,s3,2557,Flight
167,267,s3,3635,Flight
168,267,s3,3960,Flight
169,268,s3,2224,Flight
170,268,s3,2006,Flight
171,270,s3,3586,Flight
172,270,s3,1673,Flight
173,272,s3,1524,Flight
174,272,s3,1598,Flight
175,273,s3,1068,Flight
176,273,s3,1417,Flight
177,273,s3,3961,Flight
178,276,s3,2071,Flight
179,276,s3,1649,Flight
180,283,s3,1440,Flight
181,284,s3,2345,Flight
182,295,s3,3697,Flight
183,298,s3,3922,Flight
184,298,s3,2846,Flight
185,303,s3,2584,Flight
186,308,s3,3734,Flight
187,309,s3,3303,Flight
188,309,s3,1043,Flight
189,314,s3,3571,Flight
190,317,s3,1728,Flight
191,318,s3,2627,Flight
192,318,s3,2345,Flight
193,326,s3,2241,Flight
194,326,s3,3885,Flight
195,328,s3,2585,Flight
196,328,s3,1956,Flight
197,332,s3,2939,Flight
198,333,s3,3803,Flight
199,335,s3,3086,Flight
200,341,s3,2404,Flight
201,341,s3,2462,Flight
202,341,s3,2790,Flight
203,341,s3,2487,Flight
204,341,s3,3673,Flight
205,343,s3,3746,Flight
206,343,s3,2499,Flight
207,351,s3,3359,Flight
208,353,s3,3818,Flight
209,354,s3,1468,Flight
210,358,s3,1340,Flight
211,361,s3,2198,Flight
212,365,s3,2123,Flight
213,368,s3,1710,Flight
214,369,s3,3908,Flight
215,369,s3,2304,Flight
216,369,s3,1776,Flight
217,370,s3,1092,Flight
218,375,s3,1475,Flight
219,379,s3,2774,Flight
220,379,s3,3543,Flight
221,379,s3,1079,Flight
222,379,s3,2929,Flight
223,382,s3,1321,Flight
224,385,s3,2392,Flight
225,385,s3,1148,Flight
226,390,s3,2269,Flight
227,390,s3,3610,Flight
228,392,s3,3766,Flight
229,393,s3,3000,Flight
230,397,s3,3908,Flight
231,400,s3,3239,Flight
232,404,s3,2861,Flight
233,406,s3,1924,Flight
234,407,s3,1852,Flight
235,408,s3,3486,Flight
236,408,s3,3604,Flight
237,408,s3,3685,Flight
238,408,s3,3835,Flight
239,408,s3,1129,Flight
240,408,s3,3750,Flight
241,412,s3,2816,Flight
